i  j  rcb      Mcb      Etotcb 
 38  9  15.757  13.468  -13763295520379071311933369209692568420352.000 
 38  10  15.937  13.509  -13802016869715711738665801112302454308864.000 
 38  11  16.185  13.551  -13841346160408400040956281844235677728768.000 
 38  12  16.399  13.594  -13881296223607797791635031108030801379328.000 
 38  13  16.588  13.638  -13921880791369252542529532908981293416448.000 
 38  14  16.788  13.682  -13963113838254293634321106408960681836544.000 
 38  15  17.062  13.728  -14005008973268931563110509714610474450944.000 
 38  16  17.272  13.774  -14047580764781497407829190500086068543488.000 
 38  17  17.476  13.822  -14090844298178128890675090849301551644672.000 
 38  18  17.755  13.870  -14134814948942098940356839087795253280768.000 
 38  19  17.989  13.920  -14179507534178155903818297937026149777408.000 
 38  20  18.203  13.971  -14224938460855326911124826374534732972032.000 
 38  21  18.491  14.022  -14271124437771422566150197139636012187648.000 
 38  22  18.740  14.075  -14318081193065232105777509873347024912384.000 
 38  23  18.970  14.129  -14365826470034322310338170713545103114240.000 
 38  24  19.276  14.184  -14414378029813752493336465554679156178944.000 
 38  25  19.530  14.240  -14463752879056508127369813180530378670080.000 
 38  26  19.780  14.298  -14513970330464351762382322740562149507072.000 
 38  27  20.104  14.357  -14565048565339741132038302684164625793024.000 
 38  28  20.360  14.417  -14617006613959306409253801792913398562816.000 
 38  29  20.663  14.478  -14669865201172834738924462466184501002240.000 
 38  30  20.969  14.541  -14723642897772736968607544072350453465088.000 
 38  31  21.242  14.605  -14778361276501864171892015681649881645056.000 
 38  32  21.589  14.671  -14834041297328400913236128295275846434816.000 
 38  33  21.873  14.738  -14890703629931738286849021821955948412928.000 
 38  34  22.209  14.807  -14948371666095477555010165523204464967680.000 
 38  35  22.533  14.877  -15007066015025319736421494616824655904768.000 
 38  36  22.841  14.949  -15066811203832476228562808168019413434368.000 
 38  37  23.213  15.022  -15127629426211926582372213335529082585088.000 
 38  38  23.525  15.097  -15189544963099862000515754325611590451200.000 
 38  39  23.908  15.174  -15252582798766027653238541366281797369856.000 
 38  40  24.236  15.252  -15316766381482055700672562069056518094848.000 
 38  41  24.618  15.333  -15382122955103730486798283244333057441792.000 
 38  42  24.973  15.415  -15448676119726010412906617173405851451392.000 
 38  43  25.342  15.499  -15516454640831566259840287505933112705024.000 
 38  44  25.735  15.585  -15585482790092484289086308995031967465472.000 
 38  45  26.102  15.673  -15655790231542910884830205465674721001472.000 
 38  46  26.521  15.763  -15727402998532386888144342760505993068544.000 
 38  47  26.897  15.855  -15800350479148073785321497002932466352128.000 
 38  48  27.329  15.949  -15874661267115609075803440388039730266112.000 
 38  49  27.716  16.045  -15950364054646763473109794824275261128704.000 
 39  0  12.591  13.752  -17574370570249212642578916077604433821696.000 
 39  1  12.722  13.788  -17613308425833139564045424285643765186560.000 
 39  2  12.854  13.824  -17652750220597622747977499526533623054336.000 
 39  3  12.989  13.861  -17692705542346113634167048003927467360256.000 
 39  4  13.201  13.899  -17733182753933948797052008706035805061120.000 
 39  5  13.414  13.937  -17774192530456523359815968296207464267776.000 
 39  6  13.450  13.976  -17815744346807843614909840804133839306752.000 
 39  7  13.603  14.015  -17857846534836902889871776798054339837952.000 
 39  8  13.754  14.055  -17900508953112234156964872127602736758784.000 
 39  9  13.905  14.096  -17943743655529442181478452207914999349248.000 
 39  10  14.056  14.138  -17987558901235465760937394248627695648768.000 
 39  11  14.208  14.180  -18031965816679291161917525041064687173632.000 
 39  12  14.360  14.223  -18076975070605076643158623123754941677568.000 
 39  13  14.512  14.266  -18122597544812774235044439938917021515776.000 
 39  14  14.666  14.311  -18168843666923405395023003853980591718400.000 
 39  15  14.820  14.356  -18215726758894500037478723211186856263680.000 
 39  16  14.976  14.402  -18263256356192601141084687270992226025472.000 
 39  17  15.134  14.448  -18311444904944469613224755582286046429184.000 
 39  18  15.296  14.496  -18360304484645674336628800350172280258560.000 
 39  19  15.465  14.544  -18409847466157232492114758239663574482944.000 
 39  20  15.679  14.594  -18460085850969565089264581925428143325184.000 
 39  21  15.875  14.644  -18511032512357659961959785905494970859520.000 
 39  22  16.058  14.695  -18562699776398005449531248218578932989952.000 
 39  23  16.237  14.746  -18615102878785211345661167613972767047680.000 
 39  24  16.413  14.799  -18668253227650968351760055952859216216064.000 
 39  25  16.589  14.853  -18722165208139893523500537898666179952640.000 
 39  26  16.767  14.908  -18776852813640115572570913521708115689472.000 
 39  27  16.954  14.963  -18832330490345438677320360248664391680000.000 
 39  28  17.175  15.020  -18888612459820712734256193737920136347648.000 
 39  29  17.404  15.077  -18945713296277205572341781264170347397120.000 
 39  30  17.611  15.136  -19003648327546110995337545187577678528512.000 
 39  31  17.809  15.196  -19062432581947966681564741695321105498112.000 
 39  32  18.003  15.257  -19122081760921441404693661879850160357376.000 
 39  33  18.200  15.319  -19182611650163992094568835475595954487296.000 
 39  34  18.409  15.382  -19244038986991259248578090217170666520576.000 
 39  35  18.664  15.446  -19306379547165790932302439407920342892544.000 
 39  36  18.904  15.511  -19369649961870184063881156438509022609408.000 
 39  37  19.125  15.578  -19433867218586933706257101769240051974144.000 
 39  38  19.338  15.646  -19499048706899670940811323921540099080192.000 
 39  39  19.553  15.715  -19565212064795290757419526185432232493056.000 
 39  40  19.781  15.785  -19632375471920283644851011800860884729856.000 
 39  41  20.056  15.857  -19700556639169699214574298627414224273408.000 
 39  42  20.313  15.930  -19769773819074076596108388768858142408704.000 
 39  43  20.549  16.004  -19840045795482137828905309558541528334336.000 
 39  44  20.780  16.080  -19911391725539545564894186495251723583488.000 
 39  45  21.018  16.157  -19983831187105531800801304030524423012352.000 
 39  46  21.278  16.235  -20057384152394765604344801008792100667392.000 
 39  47  21.577  16.315  -20132069011150034890340195998099425984512.000 
 39  48  21.839  16.396  -20207906896358107865189145436893218865152.000 
 39  49  22.088  16.479  -20284918275615264071348840425222874071040.000 
 40  0  11.525  14.470  -22969079740796293273144858584225222230016.000 
 40  1  11.570  14.506  -23013671468262961145965612191122553044992.000 
 40  2  11.481  14.544  -23058765240361427467448016527623641366528.000 
 40  3  11.594  14.581  -23104368579229461878703581582761029271552.000 
 40  4  11.712  14.620  -23150489415612215372316801284291266871296.000 
 40  5  11.831  14.659  -23197135259704779231029528432359910670336.000 
 40  6  11.949  14.698  -23244313980383794446873920790156774735872.000 
 40  7  12.066  14.738  -23292033576179961080057826360437535408128.000 
 40  8  12.463  14.778  -23340302178878093621491909146364553986048.000 
 40  9  12.504  14.819  -23389128051882870891318201140555573886976.000 
 40  10  12.385  14.861  -23438519592332986169439051991743085936640.000 
 40  11  12.459  14.903  -23488485030452698445689458437724185821184.000 
 40  12  12.585  14.946  -23539033635677175373328950528329717383168.000 
 40  13  12.713  14.989  -23590173993860297255568977071371991384064.000 
 40  14  12.842  15.033  -23641914993970485760583817953713288380416.000 
 40  15  12.971  15.078  -23694265726895517852477982661405094969344.000 
 40  16  13.100  15.123  -23747235433871525029629323962351104294912.000 
 40  17  13.229  15.169  -23800833502087605008250561445493995470848.000 
 40  18  13.356  15.216  -23855069467306753556500683737511627849728.000 
 40  19  13.480  15.263  -23909953017809680331671133298743914266624.000 
 40  20  13.783  15.311  -23965493986234298469810022734024396505088.000 
 40  21  13.742  15.360  -24021702371243152143873501276921374179328.000 
 40  22  13.809  15.409  -24078588062741816813128395778522240516096.000 
 40  23  13.946  15.459  -24136161696536430204246739589097301475328.000 
 40  24  14.088  15.510  -24194433810626964410619882212643513040896.000 
 40  25  14.231  15.562  -24253414795862940762146510007922088476672.000 
 40  26  14.376  15.614  -24313115623645050082213312641899482316800.000 
 40  27  14.522  15.667  -24373547126842370797822398538189436354560.000 
 40  28  14.669  15.721  -24434720415171761040579876312628380827648.000 
 40  29  14.817  15.775  -24496646767042620670461517916212780072960.000 
 40  30  14.966  15.831  -24559337625741927588184379475129142345728.000 
 40  31  15.116  15.887  -24622804602491379019254832464784395337728.000 
 40  32  15.267  15.944  -24687059481348928056860014654968389697536.000 
 40  33  15.418  16.002  -24752114210893550089394487720389879267328.000 
 40  34  15.570  16.061  -24817980918373069553652876463461355225088.000 
 40  35  15.723  16.120  -24884671898920991344272273217972946862080.000 
 40  36  15.875  16.181  -24952199099920967863354914291401025912832.000 
 40  37  16.026  16.242  -25020576210080597143633541085779386695680.000 
 40  38  16.177  16.305  -25089815534211908791888170269128236466176.000 
 40  39  16.326  16.368  -25159930074579913353829722295218162630656.000 
 40  40  16.474  16.432  -25230933005801745973423731054383141486592.000 
 40  41  16.619  16.497  -25302837667469356156900258465927160397824.000 
 40  42  16.787  16.564  -25375657445343120741167157989130077470720.000 
 40  43  16.957  16.631  -25449406230453271365497727083830078078976.000 
 40  44  17.128  16.699  -25524097910036851153399782750590165057536.000 
 40  45  17.301  16.768  -25599746570596661514553982092165792137216.000 
 40  46  17.477  16.838  -25676366454267043145651557951748465229824.000 
 40  47  17.654  16.909  -25753971988438864368027843599042321842176.000 
 40  48  17.834  16.982  -25832577775578847315677659104994698199040.000 
 40  49  18.016  17.055  -25912198581291691430241163459991076601856.000 
 41  0  10.147  15.298  -30011803109801377099355940569570621784064.000 
 41  1  10.445  15.336  -30062624335196977227233883958667108155392.000 
 41  2  10.519  15.374  -30113942467606453541887695297642852515840.000 
 41  3  10.360  15.412  -30165763583971450607978776463227035320320.000 
 41  4  10.464  15.451  -30218094407155125041743945174575109636096.000 
 41  5  10.768  15.490  -30270940303858829161708807056061974446080.000 
 41  6  10.837  15.530  -30324309741096332044834104731048196702208.000 
 41  7  10.683  15.570  -30378207996406412708555271026499639050240.000 
 41  8  10.790  15.611  -30432642996804216928727658390084512645120.000 
 41  9  11.103  15.652  -30487620087977562934445223506985061711872.000 
 41  10  11.176  15.694  -30543146643869267366586330531085347192832.000 
 41  11  11.019  15.736  -30599229225739129640567825453508093542400.000 
 41  12  11.128  15.779  -30655875635441218944073696727184550395904.000 
 41  13  11.239  15.822  -30713093823414286135045164335019526717440.000 
 41  14  11.534  15.865  -30770889093482416813349380402346159243264.000 
 41  15  11.451  15.909  -30829269568908717038840044796856372297728.000 
 41  16  11.476  15.954  -30888242432633528778375544114810321895424.000 
 41  17  11.591  15.999  -30947816013429629643864118131298528133120.000 
 41  18  11.907  16.045  -31007997497343145225490198836085000241152.000 
 41  19  11.934  16.091  -31068794479694406604197517776358886866944.000 
 41  20  11.836  16.138  -31130214499333639915130533870709342470144.000 
 41  21  11.955  16.185  -31192266422447886661086456615016259911680.000 
 41  22  12.072  16.233  -31254957500843450045833342315457132101632.000 
 41  23  12.370  16.282  -31318296476807538277381308340045650853888.000 
 41  24  12.228  16.331  -31382291206804692929339773213062935347200.000 
 41  25  12.330  16.381  -31446949654662233005388545974799463088128.000 
 41  26  12.453  16.431  -31512281203544974282000611700402596872192.000 
 41  27  12.573  16.482  -31578293825826345152655845240895520636928.000 
 41  28  12.841  16.534  -31644996183815567160742248771428217257984.000 
 41  29  12.720  16.586  -31712396683613129701185088763930253197312.000 
 41  30  12.846  16.638  -31780505391138027540351329922367149309952.000 
 41  31  12.973  16.692  -31849330042364217139629008252092421242880.000 
 41  32  13.095  16.746  -31918880086415531172181668892805888475136.000 
 41  33  13.416  16.801  -31989164709967296258834781966075003142144.000 
 41  34  13.251  16.856  -32060192747905965364546485494460125806592.000 
 41  35  13.383  16.912  -32131974565295561856238661907312319397888.000 
 41  36  13.515  16.969  -32204520621280171929930452023143609401344.000 
 41  37  13.641  17.026  -32277837801687206869225390268142317469696.000 
 41  38  13.965  17.084  -32351937171477088982438731384608924893184.000 
 41  39  13.807  17.143  -32426828450127564714696078629614244593664.000 
 41  40  13.943  17.203  -32502521692265497636045763769729699282944.000 
 41  41  14.080  17.263  -32579027116014963349331583779487147360256.000 
 41  42  14.213  17.324  -32656354712651103678777459560511063457792.000 
 41  43  14.327  17.386  -32734512234246555105482750357196551225344.000 
 41  44  14.389  17.449  -32813514853540699496215893213576133869568.000 
 41  45  14.527  17.512  -32893370813228088112487593896309258452992.000 
 41  46  14.671  17.576  -32974091388558336892437032706912760627200.000 
 41  47  14.811  17.641  -33055686294782168645797426617547212455936.000 
 41  48  14.937  17.706  -33138170497865845313203423814361116835840.000 
 41  49  15.001  17.773  -33221548140446450014546918095914105044992.000 
 42  0  9.248  16.254  -39212110059321063907010306557093647220736.000 
 42  1  9.324  16.292  -39269820702765270281906237560119984390144.000 
 42  2  9.253  16.331  -39328020975896320938438615442248685322240.000 
 42  3  9.437  16.370  -39386716887402897130452966239618107179008.000 
 42  4  9.494  16.409  -39445913236606834686763667642224396468224.000 
 42  5  9.444  16.448  -39505615156207260701364233038531443818496.000 
 42  6  9.629  16.488  -39565828726105028360168753599114207297536.000 
 42  7  9.622  16.529  -39626558995306640740838427205553394548736.000 
 42  8  9.639  16.569  -39687811298162392129473687509385284157440.000 
 42  9  9.824  16.611  -39749591795508809232393057813667281633280.000 
 42  10  9.741  16.652  -39811905428651926030142751887341710737408.000 
 42  11  10.034  16.694  -39874757878521199387566201725090038546432.000 
 42  12  10.020  16.736  -39938156086965788797494097630418951995392.000 
 42  13  9.942  16.779  -40002104688103397005605229485462921412608.000 
 42  14  10.239  16.822  -40066610560237506536110184082508525600768.000 
 42  15  10.219  16.866  -40131679174597746468200434955240234549248.000 
 42  16  10.148  16.910  -40197316087258137704263020651551769231360.000 
 42  17  10.449  16.955  -40263528323113838346768752587382858973184.000 
 42  18  10.421  17.000  -40330321433228809902238052333709697220608.000 
 42  19  10.358  17.045  -40397701296674701536343912549467679621120.000 
 42  20  10.662  17.091  -40465675167097796714604576686220400132096.000 
 42  21  10.625  17.137  -40534248785291247423012810299117123141632.000 
 42  22  10.573  17.184  -40603428226074564349588330587157904228352.000 
 42  23  10.881  17.231  -40673220938567514678176369304479683575808.000 
 42  24  10.911  17.279  -40743632875613113916873806578456757010432.000 
 42  25  10.792  17.327  -40814670284228540153537729562775409131520.000 
 42  26  11.104  17.375  -40886340524990561753475694666200458985472.000 
 42  27  11.127  17.425  -40958650396588977118462124302177434337280.000 
 42  28  11.015  17.474  -41031605984856277489679793813627435220992.000 
 42  29  11.333  17.524  -41105215193281370594516184554566219464704.000 
 42  30  11.354  17.575  -41179485228916686736186081971485708124160.000 
 42  31  11.244  17.626  -41254420956621937241673471599633860919296.000 
 42  32  11.567  17.678  -41330031471131372205273677779841696399360.000 
 42  33  11.593  17.730  -41406323237988258524030027643954913083392.000 
 42  34  11.477  17.783  -41483302762837997376902999835453465559040.000 
 42  35  11.589  17.836  -41560979155289800641955808156922079608832.000 
 42  36  11.842  17.889  -41639358744763822208935918074970566033408.000 
 42  37  11.715  17.944  -41718448511439568678473806261840592764928.000 
 42  38  11.830  17.999  -41798257261776912842878067954902173220864.000 
 42  39  12.099  18.054  -41878790660973603397676471825035595612160.000 
 42  40  11.958  18.110  -41960058101196828620574465184205136461824.000 
 42  41  12.076  18.166  -42042067612841231705856106245382383599616.000 
 42  42  12.363  18.224  -42124826095497776693591584169551688892416.000 
 42  43  12.206  18.281  -42208340856608195497563338699656503754752.000 
 42  44  12.327  18.339  -42292622321970130282824159145567457378304.000 
 42  45  12.631  18.398  -42377675816978945919106973429336083791872.000 
 42  46  12.460  18.458  -42463509641410444465459904203652687986688.000 
 42  47  12.583  18.518  -42550133234528217825105658133478576750592.000 
 42  48  12.904  18.578  -42637554633450587087575698054231978147840.000 
 42  49  12.721  18.640  -42725781326903300890856006501351276150784.000 
 43  0  8.265  17.356  -51240874487642128541235186119950230093824.000 
 43  1  8.430  17.394  -51306240634665471384885368354623218253824.000 
 43  2  8.350  17.433  -51372088479202446968206248223211903778816.000 
 43  3  8.519  17.472  -51438423284375055410499313548142082785280.000 
 43  4  8.501  17.512  -51505248594552402451716064264449136001024.000 
 43  5  8.608  17.552  -51572569231714746658786583749010581880832.000 
 43  6  8.667  17.592  -51640389885077000876808333953630960877568.000 
 43  7  8.698  17.632  -51708714639620815692258184435053998637056.000 
 43  8  8.773  17.673  -51777548876189141791031725470931342065664.000 
 43  9  8.700  17.714  -51846896891435428327993497437684235239424.000 
 43  10  8.870  17.755  -51916762655381117010324462288323167125504.000 
 43  11  8.790  17.797  -51987150950820683387195605426968585043968.000 
 43  12  8.965  17.839  -52058067495086482968599200421602494775296.000 
 43  13  8.882  17.881  -52129516157030971233046295988848853778432.000 
 43  14  9.060  17.924  -52201502265785944916656032899540273070080.000 
 43  15  9.110  17.967  -52274030679150577525084293334721244430336.000 
 43  16  9.155  18.011  -52347105832559839755010935057160985378816.000 
 43  17  9.231  18.055  -52420733419622649088264822230210976940032.000 
 43  18  9.158  18.099  -52494917631744794520824746084282235092992.000 
 43  19  9.336  18.143  -52569664440168818543202586065158233128960.000 
 43  20  9.253  18.188  -52644977922199866872640340976799636783104.000 
 43  21  9.437  18.234  -52720864350616746528589430663877482250240.000 
 43  22  9.389  18.279  -52797328105415769099819084955386904576000.000 
 43  23  9.537  18.325  -52874374272017371384020785641315868082176.000 
 43  24  9.601  18.372  -52952008587045424864642985139804062089216.000 
 43  25  9.541  18.419  -53030236003591104339195932851666484723712.000 
 43  26  9.721  18.466  -53109062892499683532187875963228557148160.000 
 43  27  9.640  18.513  -53188492936637556758084397101350115082240.000 
 43  28  9.829  18.561  -53268533126889442835521538786897172627456.000 
 43  29  9.741  18.610  -53349187776814138781471222098447004860416.000 
 43  30  10.032  18.659  -53430463358626354121410269892911246082048.000 
 43  31  9.984  18.708  -53512365004603455580791600649315693887488.000 
 43  32  9.941  18.758  -53594898008262256235667708900548821385216.000 
 43  33  10.122  18.808  -53678068880657225045481137855378233491456.000 
 43  34  10.044  18.858  -53761882354948463425219445660716189614080.000 
 43  35  10.238  18.909  -53846345474281402478078820933002372055040.000 
 43  36  10.149  18.960  -53931462764608250446850106183390389600256.000 
 43  37  10.450  19.012  -54017241391641121528381632146003841777664.000 
 43  38  10.394  19.064  -54103686515631200558517067625064615116800.000 
 43  39  10.357  19.117  -54190803665045130252287730321673880076288.000 
 43  40  10.544  19.170  -54278599939701198025748290169019635335168.000 
 43  41  10.465  19.224  -54367080131272201633099898479164291809280.000 
 43  42  10.766  19.277  -54456251553980234997202490350241564327936.000 
 43  43  10.575  19.332  -54546118674463495302766511243126066118656.000 
 43  44  10.887  19.387  -54636690028173172839125379741245855760384.000 
 43  45  10.835  19.442  -54727970755970394507258158145376486424576.000 
 43  46  10.791  19.498  -54819966498970197563752851765111841357824.000 
 43  47  11.083  19.554  -54912684910592190648381531344658600296448.000 
 43  48  10.904  19.611  -55006130858407797579886086369947953397760.000 
 43  49  11.217  19.668  -55100312495499440327701875346807373955072.000 
 44  0  7.612  18.625  -66982279540617803658175449249499754528768.000 
 44  1  7.598  18.664  -67056194848257962406575077040615273267200.000 
 44  2  7.690  18.703  -67130583754070146597834215929535552028672.000 
 44  3  7.643  18.742  -67205450498888063846344576491940172791808.000 
 44  4  7.769  18.782  -67280798257713062278646129821822293639168.000 
 44  5  7.692  18.821  -67356630856871939172157882934671542583296.000 
 44  6  7.848  18.861  -67432952699159103307259767142693279367168.000 
 44  7  7.771  18.902  -67509766480452158871687600434513939791872.000 
 44  8  7.928  18.942  -67587077133978275449765306485850379386880.000 
 44  9  7.851  18.983  -67664887357699235670837767065489083727872.000 
 44  10  8.008  19.025  -67743202155870904797506197942996702330880.000 
 44  11  7.932  19.066  -67822024274143620293893099443994631340032.000 
 44  12  8.089  19.108  -67901358718993212412267866267112567734272.000 
 44  13  8.096  19.150  -67981208399427367603625608267452236431360.000 
 44  14  8.170  19.192  -68061578261660523090059401252830795792384.000 
 44  15  8.179  19.235  -68142471386831227481609820624841936470016.000 
 44  16  8.250  19.278  -68223892731643757665759522623194908327936.000 
 44  17  8.263  19.321  -68305845445782079226239572662985745760256.000 
 44  18  8.330  19.365  -68388334565133852952438438712836532207616.000 
 44  19  8.348  19.408  -68471363256547615000139614136156530147328.000 
 44  20  8.406  19.453  -68554936555944595610890625924491064115200.000 
 44  21  8.434  19.497  -68639057862974715641274013142374663847936.000 
 44  22  8.477  19.542  -68723732137326432171755081103595087593472.000 
 44  23  8.520  19.587  -68808962870718912900842057638525647454208.000 
 44  24  8.485  19.632  -68894755125396993422479580489333633712128.000 
 44  25  8.607  19.678  -68981112403228754348027575573983910690816.000 
 44  26  8.549  19.724  -69068039883779701663447100911607705763840.000 
 44  27  8.696  19.770  -69155541090205968108944542893838117634048.000 
 44  28  8.612  19.817  -69243620763007836805725540583967207456768.000 
 44  29  8.785  19.864  -69332283886650148237083479960482144583680.000 
 44  30  8.700  19.911  -69421533807591586264573538541022350409728.000 
 44  31  8.874  19.959  -69511376395698207122359027583438198669312.000 
 44  32  8.790  20.007  -69601810720176599654853669827402654547968.000 
 44  33  8.965  20.055  -69692850827383779096326325833796625104896.000 
 44  34  8.881  20.104  -69784495449665856940318242314561704165376.000 
 44  35  9.056  20.153  -69876751415873319135425000849115799617536.000 
 44  36  8.972  20.202  -69969621492987061106433212598531211132928.000 
 44  37  9.149  20.252  -70063111902470325465415425317723992752128.000 
 44  38  9.065  20.302  -70157224758878938903570861383024031825920.000 
 44  39  9.242  20.353  -70251968351022276242246305443460174315520.000 
 44  40  9.158  20.403  -70347345063395411552771941727292383821824.000 
 44  41  9.335  20.454  -70443360391141372874390339084315585937408.000 
 44  42  9.253  20.506  -70540018870469156231479890703792323166208.000 
 44  43  9.430  20.558  -70637326693102864286888327909369614172160.000 
 44  44  9.348  20.610  -70735288163932106347944179801873541234688.000 
 44  45  9.526  20.662  -70833907073009444604047557577298822561792.000 
 44  46  9.444  20.715  -70933188314089053861242521797795248078848.000 
 44  47  9.622  20.769  -71033138445004120341907264312081465212928.000 
 44  48  9.542  20.822  -71133760941811897280652341398243744153600.000 
 44  49  9.719  20.876  -71235062431851406901681080920056650530816.000 
 45  0  6.871  20.086  -87602645859316035864533795921224471150592.000 
 45  1  6.940  20.125  -87686156036662920490008738037023060787200.000 
 45  2  7.012  20.164  -87770131641567131139561419186707078578176.000 
 45  3  7.008  20.204  -87854576454452590405469604290306240413696.000 
 45  4  7.084  20.243  -87939492861226378373560250618070528163840.000 
 45  5  7.013  20.283  -88024884240837843691462805037573052825600.000 
 45  6  7.084  20.323  -88110754500381208532833299525283681927168.000 
 45  7  7.158  20.363  -88197105629626318832603062686089775939584.000 
 45  8  7.155  20.404  -88283941746975386032364249270819343040512.000 
 45  9  7.231  20.445  -88371265150021853641606707109892198498304.000 
 45  10  7.188  20.486  -88459080013199033561290285602750242750464.000 
 45  11  7.231  20.527  -88547390165545682181459097099917974306816.000 
 45  12  7.306  20.568  -88636196131676029350471594498146256814080.000 
 45  13  7.304  20.610  -88725503421823940357095181211452655534080.000 
 45  14  7.381  20.652  -88815314180535615969882929824006831865856.000 
 45  15  7.368  20.694  -88905632706402152304564594519382293479424.000 
 45  16  7.456  20.737  -88996461512992789799196582901398506569728.000 
 45  17  7.383  20.779  -89087804150282839089765377820639488901120.000 
 45  18  7.457  20.822  -89179664878791846352257489988631467655168.000 
 45  19  7.535  20.866  -89272045749339792442123378642786241740800.000 
 45  20  7.529  20.909  -89364951357826056899390817294348273582080.000 
 45  21  7.612  20.953  -89458384129825941600924553563299561603072.000 
 45  22  7.536  20.997  -89552347838424202930472747741796773134336.000 
 45  23  7.688  21.041  -89646846871507975715340781871710014013440.000 
 45  24  7.691  21.085  -89741883256185543870375803064365304774656.000 
 45  25  7.688  21.130  -89837461889677662482256985664832298549248.000 
 45  26  7.770  21.175  -89933585074036641653848978913049503072256.000 
 45  27  7.747  21.220  -90030257436747649570975554191444196458496.000 
 45  28  7.848  21.266  -90127481676389330515994875492971738824704.000 
 45  29  7.771  21.312  -90225261596657022909690928835353032785920.000 
 45  30  7.926  21.358  -90323601826766341684677308884656379133952.000 
 45  31  7.931  21.404  -90422504501352907168437496591478161408000.000 
 45  32  7.923  21.451  -90521974626274295277683408377469940531200.000 
 45  33  8.012  21.498  -90622014740045089325848873084607528960000.000 
 45  34  7.933  21.545  -90722629035870491855859880592101603278848.000 
 45  35  8.092  21.592  -90823822055099687063184759750497606303744.000 
 45  36  8.014  21.640  -90925596045699945675890196777328372088832.000 
 45  37  8.170  21.688  -91027956323093797278632653017091487563776.000 
 45  38  8.179  21.736  -91130905223981230564740253018336897531904.000 
 45  39  8.160  21.785  -91234447845367102777186258091790424866816.000 
 45  40  8.262  21.834  -91338586949648343103568756162007081680896.000 
 45  41  8.181  21.883  -91443326661980164585407879047523189391360.000 
 45  42  8.343  21.932  -91548672062382074728530689656643183968256.000 
 45  43  8.349  21.982  -91654625238238315616235371043802484572160.000 
 45  44  8.419  22.032  -91761191746028381870807708382091263606784.000 
 45  45  8.434  22.082  -91868374117464260232929682898513874124800.000 
 45  46  8.382  22.133  -91976177556367702175352878303741971791872.000 
 45  47  8.519  22.184  -92084605032649649418211636099191618404352.000 
 45  48  8.436  22.235  -92193660774338538466716579462919059668992.000 
 45  49  8.601  22.287  -92303350050869902326150863287469215842304.000 
 46  0  6.394  21.768  -114641687171007966396197474505191686406144.000 
 46  1  6.392  21.808  -114736015057985967843829352547360167690240.000 
 46  2  6.394  21.847  -114830800573559861622073132064935885406208.000 
 46  3  6.460  21.886  -114926046671316512465839601398444395069440.000 
 46  4  6.459  21.926  -115021756495237421553363847814026289479680.000 
 46  5  6.460  21.966  -115117931926380718617167692333355624300544.000 
 46  6  6.460  22.006  -115214575778761177064164536849585926045696.000 
 46  7  6.526  22.046  -115311691605180846895983460900699386150912.000 
 46  8  6.594  22.086  -115409280594354319675860878134731452973056.000 
 46  9  6.571  22.127  -115507346515941571326048830479263571378176.000 
 46  10  6.593  22.167  -115605890980590699470560569752308942897152.000 
 46  11  6.662  22.208  -115704917502798388246361905820380906389504.000 
 46  12  6.656  22.250  -115804429207076920434154953527813960892416.000 
 46  13  6.662  22.291  -115904427809172001944108146065467005468672.000 
 46  14  6.730  22.333  -116004913593976576860900196315914087432192.000 
 46  15  6.728  22.374  -116105895627894666494000171780019960414208.000 
 46  16  6.731  22.416  -116207373103753542339453312531850736959488.000 
 46  17  6.800  22.459  -116309348486928646050598504876664369971200.000 
 46  18  6.798  22.501  -116411825779513544330533838580088362237952.000 
 46  19  6.870  22.544  -116514806437590410433516222293519670181888.000 
 46  20  6.800  22.587  -116618293779585182230558787724909748420608.000 
 46  21  6.869  22.630  -116722291687856608542225245237301110374400.000 
 46  22  6.941  22.673  -116826801378180243991455030772621358661632.000 
 46  23  6.919  22.716  -116931827097548528545271507940106422976512.000 
 46  24  6.941  22.760  -117037370604941933843688308520465186422784.000 
 46  25  7.012  22.804  -117143435147348862710060718374980476207104.000 
 46  26  7.006  22.848  -117250024487113374919474003351648637812736.000 
 46  27  7.084  22.893  -117357140379824721431198178972493175324672.000 
 46  28  7.085  22.937  -117464786098871324204191843330293709668352.000 
 46  29  7.082  22.982  -117572965570347773362577776878274954133504.000 
 46  30  7.157  23.027  -117681680311368543007441063890773038071808.000 
 46  31  7.085  23.072  -117790933798155377656112305549901452804096.000 
 46  32  7.157  23.118  -117900730145123992995861796942177506426880.000 
 46  33  7.231  23.163  -118011073103743242270718307370942714609664.000 
 46  34  7.159  23.209  -118121962132990638724428424919862566977536.000 
 46  35  7.304  23.255  -118233401814150209679459357565920921780224.000 
 46  36  7.306  23.302  -118345395387508846927747440388501378433024.000 
 46  37  7.296  23.348  -118457946851254648462202754394726246383616.000 
 46  38  7.380  23.395  -118571058045426117243298199345817217662976.000 
 46  39  7.382  23.442  -118684732419008266585895943965026748989440.000 
 46  40  7.378  23.490  -118798974166979029169178642685221062836224.000 
 46  41  7.457  23.537  -118913784859942314567628164218381121093632.000 
 46  42  7.383  23.585  -119029168166002604383186004932998176178176.000 
 46  43  7.456  23.633  -119145128477436768822463505325734628425728.000 
 46  44  7.534  23.681  -119261667091439137293432374664763212300288.000 
